idEstimote,Timestamp,Battery,Rssi,Temperature,zone
b4c8c0b52049e4de,-42
4af6994df3a900b9,-41
9a97a9cd9ac398de,-36
b4c8c0b52049e4de,-42
4af6994df3a900b9,-39
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-46
9a97a9cd9ac398de,-39
4af6994df3a900b9,-39
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-46
4af6994df3a900b9,-43
b4c8c0b52049e4de,-42
4af6994df3a900b9,-39
9a97a9cd9ac398de,-40
b4c8c0b52049e4de,-59
4af6994df3a900b9,-38
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-43
4af6994df3a900b9,-44
9a97a9cd9ac398de,-43
b4c8c0b52049e4de,-45
4af6994df3a900b9,-40
9a97a9cd9ac398de,-35
b4c8c0b52049e4de,-46
4af6994df3a900b9,-44
9a97a9cd9ac398de,-43
4af6994df3a900b9,-39
9a97a9cd9ac398de,-41
b4c8c0b52049e4de,-58
4af6994df3a900b9,-59
9a97a9cd9ac398de,-53
b4c8c0b52049e4de,-65
4af6994df3a900b9,-59
9a97a9cd9ac398de,-56
b4c8c0b52049e4de,-65
4af6994df3a900b9,-55
9a97a9cd9ac398de,-39
b4c8c0b52049e4de,-61
4af6994df3a900b9,-38
b4c8c0b52049e4de,-43
4af6994df3a900b9,-42
9a97a9cd9ac398de,-43
58a45c9d5037a520,-77
b4c8c0b52049e4de,-62
4af6994df3a900b9,-41
9a97a9cd9ac398de,-40
4af6994df3a900b9,-40
9a97a9cd9ac398de,-39
b4c8c0b52049e4de,-46
4af6994df3a900b9,-38
9a97a9cd9ac398de,-35
58a45c9d5037a520,-79
b4c8c0b52049e4de,-47
b4c8c0b52049e4de,-46
9a97a9cd9ac398de,-36
b4c8c0b52049e4de,-42
4af6994df3a900b9,-42
9a97a9cd9ac398de,-36
4af6994df3a900b9,-42
